Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Unemployment_rate,Inflation_rate,GDP,Status
4,13,1,5,0,15,43,13,24,9,0,19,120.0,1,0,0,1,1,0,29,0,5,11,1.0,17.0,5,10,3,13.333333333333334,10.8,1.4,1.74,0
4,0,5,1,0,15,52,13,9,16,24,7,136.9,1,0,0,1,1,1,19,0,2,0,0.0,7.3999999999999995,2,0,0,6.874999999999999,9.4,-0.8,-3.12,1
4,0,1,10,0,15,0,13,10,10,17,10,95.0,0,0,0,0,1,0,21,0,6,9,4.0,13.25,6,6,5,11.0,12.7,3.7,-1.7,0
4,13,1,8,0,15,67,13,10,24,19,8,148.8,0,0,0,1,1,1,25,0,5,7,4.0,14.25,5,7,4,14.75,12.7,3.7,-1.7,1
4,13,1,8,0,15,26,13,10,10,24,26,110.0,0,0,0,0,1,0,32,0,5,9,0.0,7.3999999999999995,5,5,0,6.874999999999999,9.4,-0.8,-3.12,0
4,4,1,9,1,15,47,13,16,20,5,7,133.9,0,0,0,0,1,0,26,0,10,12,8.0,11.25,8,8,3,11.333333333333334,7.6,2.6,0.32,0
4,0,1,5,0,15,42,13,15,10,24,21,125.7,1,0,0,1,1,1,18,0,6,7,6.0,13.5,6,8,6,12.5,12.4,0.5,1.79,1
4,2,1,15,0,15,33,13,24,9,0,21,116.6,0,0,0,1,1,1,19,0,6,8,5.0,12.666666666666666,6,10,6,12.857142857142858,16.2,0.3,-0.92,1
4,0,3,4,0,15,36,13,9,8,17,21,141.0,1,0,0,1,1,1,19,0,6,6,6.0,15.166666666666666,6,6,6,12.333333333333334,12.4,0.5,1.79,1
4,6,1,6,0,8,39,13,24,24,0,1,130.0,0,0,0,1,1,0,27,0,6,6,6.0,13.166666666666666,5,7,5,15.142857142857142,11.1,0.6,2.02,0
4,16,1,4,0,16,54,13,9,8,0,22,140.0,1,0,0,1,1,0,21,0,6,6,6.0,14.5,6,8,6,11.333333333333334,12.4,0.5,1.79,1
4,0,1,1,0,15,46,13,24,8,17,21,137.5,1,0,1,0,1,0,19,0,2,0,0.0,7.3999999999999995,2,0,0,6.874999999999999,12.7,3.7,-1.7,1
4,2,4,8,0,15,41,13,8,9,17,19,120.8,1,0,0,1,1,1,18,0,5,8,4.0,10.8,5,10,2,12.5,11.1,0.6,2.02,0
4,13,2,13,0,15,13,13,9,24,17,19,136.5,0,0,0,1,1,0,28,0,5,6,0.0,7.3999999999999995,5,5,0,6.874999999999999,13.9,-0.3,0.79,0
3,13,1,0,0,15,39,13,24,10,24,9,122.0,0,0,1,0,1,0,25,0,10,16,6.0,11.428571428571429,7,15,4,12.0,15.5,2.8,-4.06,0
4,4,1,0,0,15,39,13,10,24,17,1,130.0,0,0,0,1,1,0,25,0,10,16,8.0,12.5,10,16,10,11.6,15.5,2.8,-4.06,0
4,0,1,15,0,15,43,13,20,9,0,19,98.0,0,0,0,1,1,0,26,0,6,6,0.0,7.3999999999999995,6,12,0,6.874999999999999,10.8,1.4,1.74,0
4,2,3,8,0,15,46,13,10,10,18,19,121.0,1,0,0,1,1,1,18,0,5,8,5.0,12.75,5,7,5,11.5,13.9,-0.3,0.79,1
4,13,1,0,0,15,54,13,24,16,0,19,130.0,0,0,0,1,1,0,25,0,6,8,0.0,7.3999999999999995,6,10,0,6.874999999999999,16.2,0.3,-0.92,0
4,2,2,7,0,15,40,13,16,9,5,8,132.8,1,0,0,1,1,0,19,0,6,7,6.0,14.428571428571429,6,7,6,14.571428571428571,13.9,-0.3,0.79,1
4,2,1,11,0,15,40,13,24,24,17,19,126.3,0,0,0,1,1,0,19,0,7,9,7.0,12.492857142857144,8,10,8,11.7125,16.2,0.3,-0.92,1
0,13,1,14,1,6,4,13,24,10,24,9,111.5,0,0,0,1,1,0,34,0,8,10,4.0,11.5,8,13,4,11.0,10.8,1.4,1.74,0
3,13,1,9,1,15,54,13,10,10,24,26,118.2,0,0,0,1,1,0,34,0,5,7,5.0,11.2,5,6,5,12.8,7.6,2.6,0.32,1
4,0,1,8,0,15,31,13,9,9,24,8,115.6,1,0,0,0,1,0,20,0,5,9,3.0,12.0,5,7,3,11.0,9.4,-0.8,-3.12,0
4,0,1,11,0,15,39,13,8,10,17,2,117.8,1,0,0,1,1,0,19,0,8,8,7.0,15.885714285714286,8,8,7,15.885714285714286,10.8,1.4,1.74,1
4,0,1,11,0,15,57,13,24,8,24,26,127.0,0,0,1,0,1,0,21,0,7,12,4.0,12.94,7,12,4,11.58,12.4,0.5,1.79,0
3,13,1,14,1,15,67,13,10,10,24,26,140.0,0,0,0,0,1,0,34,0,6,6,6.0,14.0,6,6,6,14.166666666666666,9.4,-0.8,-3.12,1
3,13,1,1,0,13,13,13,10,10,19,21,106.0,1,0,0,1,1,0,34,0,2,0,0.0,7.3999999999999995,2,0,0,6.874999999999999,7.6,2.6,0.32,1
0,13,1,11,0,6,13,13,10,8,17,19,151.0,0,0,1,0,1,0,34,0,7,7,0.0,7.3999999999999995,8,8,0,6.874999999999999,15.5,2.8,-4.06,0
4,3,1,9,1,15,15,13,19,21,5,7,106.4,0,0,0,1,1,0,22,0,5,0,0.0,7.3999999999999995,5,0,0,6.874999999999999,8.9,1.4,3.51,0
3,13,1,9,1,15,4,13,10,10,24,26,125.3,1,0,0,1,1,0,34,0,5,8,4.0,11.25,5,8,3,11.0,7.6,2.6,0.32,0
4,6,1,6,0,9,39,13,28,28,13,14,130.0,0,0,0,1,1,0,26,0,5,5,0.0,7.3999999999999995,5,6,0,6.874999999999999,10.8,1.4,1.74,0
3,13,1,14,1,15,43,13,28,28,13,14,116.0,0,0,0,0,0,0,34,0,6,13,4.0,11.25,6,12,0,6.874999999999999,10.8,1.4,1.74,0
3,13,2,14,1,15,4,13,28,28,20,22,100.0,1,0,0,1,0,0,34,0,6,9,5.0,11.8,6,10,3,10.666666666666666,7.6,2.6,0.32,1
4,4,2,8,0,15,39,13,28,10,24,26,118.5,1,0,0,1,1,0,23,0,10,16,8.0,11.625,10,16,10,11.181818181818182,7.6,2.6,0.32,1
4,4,2,13,0,15,38,13,28,6,20,19,118.9,1,0,0,1,1,0,22,0,6,11,0.0,7.3999999999999995,5,10,0,6.874999999999999,9.4,-0.8,-3.12,0
4,2,2,4,0,15,36,13,10,10,24,26,119.3,1,1,0,1,1,1,25,0,6,8,4.0,10.25,6,6,4,11.25,12.7,3.7,-1.7,0
4,4,1,9,1,15,54,13,10,10,24,26,135.8,1,0,0,1,1,0,25,0,10,16,10.5,10.8,10,14,12,11.357142857142858,9.4,-0.8,-3.12,1
4,14,1,1,0,14,39,13,24,9,24,26,130.0,1,0,0,0,1,1,22,0,10,15,10.5,12.545454545454543,10,16,11,12.666666666666666,8.9,1.4,3.51,1
4,13,1,16,0,4,54,13,8,8,24,2,150.0,0,0,0,1,1,0,34,0,6,0,0.0,7.3999999999999995,6,0,0,6.874999999999999,16.2,0.3,-0.92,0
3,13,1,9,1,6,43,13,10,10,17,19,111.9,1,0,0,1,1,0,34,0,5,5,0.0,7.3999999999999995,5,5,0,6.874999999999999,7.6,2.6,0.32,0
4,13,1,0,0,15,26,13,10,10,24,26,150.1,1,0,0,1,1,0,34,0,6,9,6.0,14.77777777777778,6,11,5,12.2,13.9,-0.3,0.79,1
4,13,1,0,0,15,43,13,24,10,24,10,130.0,0,0,0,1,1,0,29,0,3,4,0.0,7.3999999999999995,4,8,0,6.874999999999999,16.2,0.3,-0.92,0
4,13,2,6,0,15,26,13,10,10,17,19,128.0,0,0,0,1,1,0,30,0,2,2,0.0,7.3999999999999995,2,2,0,6.874999999999999,7.6,2.6,0.32,0
4,13,2,8,0,5,43,13,9,8,24,26,102.5,0,0,0,0,1,0,26,0,4,4,0.0,7.3999999999999995,5,0,0,6.874999999999999,12.7,3.7,-1.7,0
4,13,2,9,1,15,43,13,9,8,24,26,102.5,0,0,0,0,1,0,27,0,5,10,0.0,7.3999999999999995,5,5,0,6.874999999999999,15.5,2.8,-4.06,0
3,13,2,10,0,15,4,13,10,10,24,26,110.0,0,0,0,1,1,1,34,0,5,5,5.0,11.4,5,7,5,11.6,9.4,-0.8,-3.12,1
4,13,1,0,0,6,43,13,24,9,0,2,114.0,0,0,0,1,1,0,29,0,9,13,6.0,11.666666666666666,7,10,6,10.857142857142858,15.5,2.8,-4.06,0
4,17,1,6,0,15,26,13,28,28,20,22,128.2,1,0,0,1,1,0,34,0,10,12,7.0,11.285714285714286,8,8,5,13.0,9.4,-0.8,-3.12,0
4,0,1,7,0,15,37,13,8,8,18,8,116.5,0,0,0,1,1,1,18,0,6,12,4.0,11.5,6,10,5,12.6,10.8,1.4,1.74,1
4,0,1,9,1,15,90,13,8,10,24,26,149.3,0,0,0,1,1,1,24,0,5,5,5.0,16.0,5,5,5,16.0,8.9,1.4,3.51,1
4,0,3,7,0,15,62,13,8,8,24,21,134.1,1,0,0,1,1,1,18,0,6,6,6.0,12.5,6,7,6,12.666666666666666,10.8,1.4,1.74,0
4,17,1,6,0,15,67,13,8,10,17,10,133.5,1,0,0,1,1,0,21,0,5,10,5.0,13.0,5,10,5,12.6,9.4,-0.8,-3.12,1
4,13,1,0,0,15,39,13,24,16,5,20,110.0,0,0,0,1,1,0,32,0,10,16,10.5,13.714285714285714,10,16,12,12.083333333333334,15.5,2.8,-4.06,1
4,0,4,6,0,15,14,13,10,10,24,19,107.5,1,0,0,1,1,1,22,0,5,9,3.0,12.333333333333334,6,14,3,12.5,11.1,0.6,2.02,0
4,6,1,0,0,9,39,13,24,8,24,21,130.0,1,0,0,0,1,0,32,0,10,16,10.5,12.727272727272728,10,16,10,12.7,15.5,2.8,-4.06,0
4,4,1,10,0,12,89,13,28,28,20,22,111.6,0,0,0,1,1,0,34,0,5,5,1.0,14.0,5,5,0,6.874999999999999,9.4,-0.8,-3.12,0
4,3,3,8,0,15,43,13,24,8,0,21,101.0,1,0,0,0,1,0,23,0,5,0,0.0,7.3999999999999995,5,0,0,6.874999999999999,8.9,1.4,3.51,0
3,4,1,10,0,15,26,13,28,28,20,22,128.2,0,0,0,1,1,0,34,0,5,5,0.0,7.3999999999999995,5,5,1,10.0,9.4,-0.8,-3.12,0
3,13,1,0,0,9,13,13,16,9,0,20,150.0,0,0,0,1,1,0,32,0,6,8,6.0,17.0,10,14,12,17.208333333333336,16.2,0.3,-0.92,1
4,0,1,2,0,15,43,13,28,28,20,22,142.8,0,0,0,1,1,0,20,0,6,12,0.0,7.3999999999999995,6,12,0,6.874999999999999,7.6,2.6,0.32,0
4,6,1,9,1,8,67,13,10,10,18,20,150.0,1,0,0,1,1,0,34,0,7,9,7.0,13.5,5,6,5,16.2,8.9,1.4,3.51,0
3,13,1,15,0,6,43,13,10,9,24,2,156.5,0,0,0,1,1,0,34,0,10,12,2.0,15.0,9,10,3,10.0,16.2,0.3,-0.92,1
4,13,1,6,0,6,26,13,10,10,24,1,98.6,0,0,1,0,1,0,28,0,5,10,0.0,7.3999999999999995,5,7,0,6.874999999999999,12.4,0.5,1.79,0
4,6,1,9,1,9,39,13,10,10,24,26,130.0,0,0,0,1,1,0,31,0,9,9,9.0,14.22222222222222,5,5,5,12.8,12.7,3.7,-1.7,0
4,13,1,0,0,15,4,13,24,16,24,2,120.0,0,0,1,0,1,0,34,0,7,14,4.0,12.0,6,16,0,6.874999999999999,15.5,2.8,-4.06,0
4,0,1,16,0,15,57,13,24,24,24,26,127.7,1,0,0,1,1,0,19,0,5,9,5.0,12.6,5,8,4,12.0,12.7,3.7,-1.7,1
4,3,1,6,0,15,64,13,16,9,6,19,147.7,0,0,0,1,1,1,18,0,5,5,0.0,7.3999999999999995,5,5,0,6.874999999999999,9.4,-0.8,-3.12,0
4,16,1,0,0,16,89,13,9,9,17,19,160.15000000000003,1,0,0,1,1,0,20,0,6,8,6.0,14.5,6,10,6,15.3,16.2,0.3,-0.92,1
4,13,1,4,0,15,13,13,10,10,19,21,110.2,0,0,0,1,1,0,34,0,6,6,6.0,14.5,6,6,6,13.5,11.1,0.6,2.02,1
4,2,2,6,0,15,46,13,22,9,17,19,121.0,0,0,0,1,1,0,19,0,5,0,0.0,7.3999999999999995,5,0,0,6.874999999999999,12.4,0.5,1.79,0
4,0,1,8,0,15,42,13,9,10,24,26,129.9,0,0,0,1,1,0,18,0,5,5,5.0,11.6,5,5,5,13.2,12.4,0.5,1.79,1
3,13,1,7,0,15,43,13,10,10,19,1,132.0,0,0,0,1,1,0,34,0,6,10,4.0,11.75,6,7,0,6.874999999999999,15.5,2.8,-4.06,0
4,3,3,15,0,15,27,13,9,9,24,20,125.9,1,0,0,1,1,0,18,0,6,0,0.0,7.3999999999999995,6,0,0,6.874999999999999,13.9,-0.3,0.79,0
4,0,1,1,0,15,77,13,16,16,5,7,160.15000000000003,1,0,0,1,1,0,18,0,2,0,0.0,7.3999999999999995,2,0,0,6.874999999999999,9.4,-0.8,-3.12,0
4,2,5,15,0,15,39,13,10,8,24,26,122.7,1,0,1,1,1,1,20,0,6,7,0.0,7.3999999999999995,6,6,0,6.874999999999999,8.9,1.4,3.51,0
3,13,1,9,1,15,27,13,10,9,24,26,141.4,0,0,1,0,1,0,29,0,5,7,4.0,11.25,5,8,4,11.8,10.8,1.4,1.74,0
4,13,1,5,0,6,43,13,10,10,24,2,156.4,1,0,1,1,1,0,34,0,6,9,5.0,11.571428571428571,6,11,0,6.874999999999999,13.9,-0.3,0.79,0
4,4,1,4,0,15,33,13,8,10,9,21,131.7,1,0,0,1,1,0,20,0,6,6,4.0,12.75,9,12,3,12.666666666666666,12.4,0.5,1.79,0
3,13,2,8,0,15,26,13,10,10,24,26,104.7,1,0,0,1,1,0,34,0,4,4,0.0,7.3999999999999995,5,9,0,6.874999999999999,10.8,1.4,1.74,0
3,13,1,16,0,6,13,13,10,10,13,14,110.0,0,0,0,0,1,0,29,0,5,5,0.0,7.3999999999999995,5,5,0,6.874999999999999,12.7,3.7,-1.7,0
4,0,1,10,0,15,26,13,24,24,24,26,129.1,1,0,0,1,1,0,18,0,6,6,4.0,11.25,6,10,3,10.333333333333334,10.8,1.4,1.74,0
4,13,1,0,0,15,43,13,24,24,8,20,120.0,0,0,0,0,1,0,24,0,6,0,0.0,7.3999999999999995,6,0,0,6.874999999999999,13.9,-0.3,0.79,0
4,0,1,7,0,15,43,13,16,9,5,19,127.0,0,0,0,1,1,0,20,0,6,6,6.0,14.333333333333334,6,7,6,15.0,15.5,2.8,-4.06,1
3,13,1,14,1,6,43,13,9,10,24,26,151.5,0,0,1,0,1,0,34,0,6,7,0.0,7.3999999999999995,5,5,0,6.874999999999999,16.2,0.3,-0.92,0
4,4,2,11,0,15,39,13,8,10,0,1,126.8,1,0,0,1,1,1,28,0,10,16,10.5,13.5,10,16,12,13.5,7.6,2.6,0.32,1
4,0,1,11,0,15,37,13,24,9,0,21,125.6,1,0,0,1,1,0,18,0,7,7,7.0,12.444285714285714,8,11,7,11.347142857142858,12.4,0.5,1.79,1
4,0,2,8,0,15,54,13,9,9,24,1,127.8,1,0,0,1,1,0,23,0,5,7,3.0,10.666666666666666,5,7,3,11.333333333333334,9.4,-0.8,-3.12,0
4,0,1,4,0,15,54,13,9,9,17,19,131.3,0,0,0,1,1,1,22,0,6,6,6.0,12.666666666666666,6,6,5,12.4,12.4,0.5,1.79,1
4,13,1,9,1,13,26,13,10,8,17,19,155.7,0,0,0,1,1,0,33,0,5,5,5.0,13.2,5,6,5,14.833333333333334,10.8,1.4,1.74,1
4,14,1,0,0,14,39,13,24,8,24,20,128.5,0,0,0,1,1,0,21,0,10,16,10.0,12.7,10,14,11,12.181818181818182,8.9,1.4,3.51,1
3,13,1,8,0,15,4,13,10,10,24,19,160.15000000000003,0,0,0,1,1,0,34,0,5,6,5.0,14.833333333333334,5,5,5,14.8,15.5,2.8,-4.06,1
3,13,1,0,0,15,43,13,10,10,24,26,100.0,0,0,0,0,1,0,34,0,10,10,4.0,11.5,7,8,1,12.0,15.5,2.8,-4.06,0
0,13,1,10,0,15,13,13,9,9,13,3,107.2,0,0,0,1,1,0,34,0,6,0,0.0,7.3999999999999995,6,0,0,6.874999999999999,12.7,3.7,-1.7,0
4,3,1,8,0,15,63,13,9,24,24,21,139.3,1,0,0,1,1,0,20,0,5,0,0.0,7.3999999999999995,5,0,0,6.874999999999999,12.4,0.5,1.79,0
4,0,2,15,0,15,48,13,24,8,5,10,122.3,1,0,0,1,1,1,20,0,6,7,6.0,14.714285714285714,6,6,6,12.5,8.9,1.4,3.51,1
4,7,1,14,1,15,26,13,24,24,0,1,128.5,0,0,1,0,1,0,26,0,8,13,4.0,10.5,10,16,7,10.428571428571429,12.4,0.5,1.79,0
3,13,1,0,0,15,43,13,10,10,9,21,150.0,0,0,0,1,1,0,31,0,6,10,6.0,15.0,6,11,5,12.5,13.9,-0.3,0.79,1
4,0,1,7,0,15,57,13,24,9,24,26,136.1,0,0,1,1,1,1,19,0,6,6,6.0,12.666666666666666,6,6,6,14.0,16.2,0.3,-0.92,1
4,13,1,7,0,6,4,13,10,10,20,22,128.0,1,0,0,1,1,0,28,0,6,7,6.0,13.166666666666666,6,6,6,13.666666666666666,7.6,2.6,0.32,1
4,0,1,1,0,15,66,13,9,10,24,26,158.1,1,0,0,1,1,1,20,0,2,0,0.0,7.3999999999999995,2,0,0,6.874999999999999,10.8,1.4,1.74,1
3,0,2,14,1,15,13,13,10,24,24,2,108.7,1,0,0,1,0,0,34,0,6,6,6.0,13.0,6,6,6,12.5,9.4,-0.8,-3.12,1
4,13,1,1,0,6,43,10,24,9,5,21,110.0,0,0,0,1,1,1,25,1,2,0,0.0,7.3999999999999995,2,0,0,6.874999999999999,15.5,2.8,-4.06,0
4,13,1,13,0,6,43,13,10,10,24,26,120.0,0,1,1,1,0,0,34,0,6,13,2.0,10.0,6,10,1,15.0,16.2,0.3,-0.92,0
4,16,1,16,0,16,67,17,17,20,8,9,150.0,0,0,0,1,0,0,20,1,6,7,6.0,13.333333333333334,6,16,5,13.375,12.4,0.5,1.79,1
3,13,1,14,1,13,43,13,10,10,24,9,113.0,0,0,0,1,0,0,34,0,6,13,3.0,12.333333333333334,6,6,6,13.333333333333334,11.1,0.6,2.02,1
4,7,1,3,0,15,27,13,9,10,17,21,118.6,0,0,0,1,0,0,26,0,10,16,10.5,13.181818181818182,10,16,12,11.642857142857142,8.9,1.4,3.51,1
3,13,1,11,0,15,43,13,16,24,17,19,148.8,0,0,0,1,0,1,34,0,7,7,6.0,12.513333333333334,8,9,7,13.071428571428571,12.4,0.5,1.79,1
4,3,3,2,0,15,28,13,8,10,24,19,120.3,1,0,0,1,0,0,19,0,6,0,0.0,7.3999999999999995,6,0,0,6.874999999999999,10.8,1.4,1.74,0
4,0,6,11,0,15,58,13,9,9,24,26,127.0,1,0,0,1,0,1,18,0,8,8,7.0,13.585714285714284,8,8,7,13.585714285714284,12.7,3.7,-1.7,1
4,0,1,12,0,15,29,13,9,9,0,26,113.8,1,0,0,1,0,0,18,0,7,9,7.0,11.155555555555557,8,10,8,11.425,12.7,3.7,-1.7,1
4,13,1,14,1,15,26,13,8,10,24,21,108.0,0,0,0,1,1,1,34,0,7,9,6.0,11.857142857142858,6,7,5,12.0,13.9,-0.3,0.79,1
4,2,1,1,0,15,17,13,9,8,24,21,129.1,0,0,0,1,1,1,23,0,2,0,0.0,7.3999999999999995,2,0,0,6.874999999999999,9.4,-0.8,-3.12,1
4,4,1,4,0,15,17,13,9,8,24,21,135.9,0,0,0,1,1,0,26,0,10,14,10.5,14.0,10,13,12,13.615384615384617,15.5,2.8,-4.06,1
4,11,2,7,0,15,72,2,9,8,6,19,154.4,1,0,0,0,0,0,18,1,6,8,5.0,12.0,6,0,0,6.874999999999999,10.8,1.4,1.74,0
4,2,4,11,0,15,47,13,16,16,5,7,132.5,1,0,0,1,0,0,19,0,7,8,7.0,13.198571428571428,8,8,8,13.0625,11.1,0.6,2.02,1
4,11,2,16,0,15,82,2,9,24,0,26,160.15000000000003,0,0,0,1,0,0,18,1,6,10,6.0,13.5,6,12,6,12.0,12.4,0.5,1.79,1
4,0,1,10,0,15,34,13,24,16,0,8,122.5,1,0,0,1,0,0,19,0,6,6,6.0,13.333333333333334,6,8,5,12.8,8.9,1.4,3.51,0
4,2,1,4,0,15,48,13,24,24,8,19,131.8,0,0,0,1,0,1,22,0,6,7,6.0,12.166666666666666,6,9,4,12.0,9.4,-0.8,-3.12,1
4,0,3,11,0,15,52,13,9,24,24,19,135.0,1,0,0,1,0,1,18,0,8,8,7.0,12.214285714285714,8,8,7,12.214285714285714,12.7,3.7,-1.7,1
4,2,1,15,0,15,57,13,9,27,17,1,141.7,0,0,0,1,0,1,18,0,6,8,6.0,12.666666666666666,6,6,6,13.0,13.9,-0.3,0.79,1
4,0,3,7,0,15,43,13,8,8,17,19,131.3,1,0,0,1,0,1,18,0,6,7,6.0,12.285714285714286,6,6,6,13.5,8.9,1.4,3.51,1
4,0,6,15,0,15,34,13,8,10,17,21,123.9,1,0,0,1,0,1,18,0,6,7,6.0,13.0,6,6,6,13.0,12.4,0.5,1.79,1
4,0,2,15,0,15,40,13,20,16,19,1,126.1,1,0,0,1,0,0,18,0,6,8,6.0,12.142857142857142,6,6,6,11.166666666666666,8.9,1.4,3.51,1
4,2,6,11,0,15,40,13,24,9,19,21,126.5,1,0,0,1,0,1,19,0,7,8,7.0,13.875714285714285,8,9,7,13.085714285714284,11.1,0.6,2.02,1
4,2,1,2,0,15,11,13,9,24,17,19,107.3,0,0,0,1,0,0,20,0,6,0,0.0,7.3999999999999995,6,0,0,6.874999999999999,15.5,2.8,-4.06,0
4,2,4,13,0,15,43,13,24,9,24,19,95.0,1,0,0,1,0,1,19,0,6,12,6.0,11.666666666666666,6,7,0,6.874999999999999,15.5,2.8,-4.06,0
4,0,2,16,0,15,28,13,16,24,0,21,116.1,1,0,0,1,0,0,18,0,6,13,6.0,13.153846153846152,6,12,3,11.0,15.5,2.8,-4.06,1
4,0,4,4,0,15,58,13,24,24,24,21,134.6,1,0,0,1,0,1,18,0,6,6,6.0,14.5,6,6,6,12.833333333333334,12.4,0.5,1.79,0
4,2,6,11,0,15,46,13,9,9,19,21,128.0,1,0,0,1,0,1,18,0,7,7,7.0,14.44142857142857,8,8,8,13.65625,11.1,0.6,2.02,1
4,2,2,7,0,15,64,13,16,8,5,20,144.2,1,0,0,1,0,0,18,0,6,6,6.0,15.166666666666666,6,7,6,14.285714285714286,12.4,0.5,1.79,1
4,2,1,8,0,15,45,13,9,8,0,10,129.5,0,0,0,1,0,1,18,0,5,5,5.0,11.6,5,12,4,12.625,10.8,1.4,1.74,1
4,2,1,7,0,15,28,13,24,24,0,21,116.8,1,0,1,1,0,0,18,0,6,6,6.0,11.666666666666666,6,6,6,12.333333333333334,16.2,0.3,-0.92,1
4,16,1,0,0,16,78,13,10,8,24,20,160.0,0,0,0,1,0,1,20,0,6,8,6.0,12.625,6,10,6,13.2,16.2,0.3,-0.92,1
4,15,2,13,0,15,34,13,8,10,6,19,127.1,1,0,0,1,0,1,19,0,6,14,3.0,12.666666666666666,6,7,6,11.0,9.4,-0.8,-3.12,1
4,0,1,13,0,15,18,13,8,8,9,21,112.9,1,0,0,1,0,1,19,0,6,7,6.0,11.857142857142858,6,8,6,13.142857142857142,12.4,0.5,1.79,1
4,0,1,10,0,15,39,13,9,9,19,21,121.6,0,0,0,1,0,0,19,0,6,7,6.0,14.714285714285714,6,6,6,15.833333333333334,12.4,0.5,1.79,1
4,9,1,10,0,15,39,16,23,24,5,21,130.0,0,1,1,1,0,0,20,1,6,6,6.0,13.5,6,9,5,13.0,8.9,1.4,3.51,1
4,3,1,5,0,15,46,13,8,9,24,19,121.7,1,0,0,1,0,1,18,0,5,7,4.0,11.5,5,5,5,12.4,10.8,1.4,1.74,1
4,6,1,8,0,9,26,13,24,27,0,21,120.0,0,0,0,1,0,0,33,0,5,9,2.0,14.0,5,5,0,6.874999999999999,12.4,0.5,1.79,0
4,0,1,2,0,15,64,13,9,9,0,19,143.5,0,0,0,1,0,1,19,0,7,8,6.0,12.833333333333334,6,6,0,6.874999999999999,13.9,-0.3,0.79,0
4,2,2,12,0,15,47,13,24,24,24,26,128.3,0,0,0,1,0,1,18,0,7,7,7.0,13.428571428571429,8,8,8,14.75,15.5,2.8,-4.06,1
4,2,1,4,0,15,11,13,9,24,0,8,111.9,0,0,0,1,0,0,19,0,6,0,0.0,7.3999999999999995,6,0,0,6.874999999999999,8.9,1.4,3.51,0
4,0,3,7,0,15,70,13,16,24,5,10,137.6,1,0,0,1,0,0,18,0,6,6,6.0,16.0,6,7,6,14.333333333333334,12.4,0.5,1.79,1
4,0,1,13,0,15,46,13,9,9,24,19,135.0,1,0,0,1,0,0,20,0,6,6,6.0,13.833333333333334,6,6,6,11.833333333333334,10.8,1.4,1.74,1
4,0,5,11,0,15,62,13,9,10,19,21,133.8,1,0,0,1,0,0,19,0,8,9,8.0,13.2325,8,9,8,13.2325,9.4,-0.8,-3.12,1
4,0,2,7,0,15,39,13,9,9,24,26,126.9,1,0,0,1,1,1,18,0,6,6,6.0,14.0,6,6,6,14.166666666666666,9.4,-0.8,-3.12,1
4,2,2,15,0,15,16,13,24,15,17,8,106.7,1,0,1,1,1,1,19,0,6,14,2.0,10.0,6,6,0,6.874999999999999,13.9,-0.3,0.79,0
4,4,1,14,1,15,61,2,10,10,24,26,145.7,1,0,0,1,0,0,25,1,10,16,10.5,13.333333333333334,10,13,11,12.272727272727272,13.9,-0.3,0.79,1
4,0,1,14,1,15,34,13,8,10,17,19,118.7,0,0,0,1,0,0,19,0,6,6,6.0,12.5,6,6,6,11.5,12.7,3.7,-1.7,1
4,2,1,9,1,15,78,13,28,28,20,22,160.15000000000003,1,0,1,1,1,0,33,0,5,8,2.0,10.5,5,5,0,6.874999999999999,7.6,2.6,0.32,0
4,9,1,8,0,15,39,16,24,24,5,8,130.0,0,0,0,1,0,0,19,1,5,10,4.0,12.0,5,6,5,11.4,11.1,0.6,2.02,1
4,0,1,7,0,15,74,13,9,24,17,2,136.8,1,0,0,1,0,0,18,0,6,6,6.0,14.0,6,6,6,13.5,11.1,0.6,2.02,0
4,2,5,2,0,15,56,13,16,9,5,21,130.9,1,0,0,1,0,0,18,0,6,7,6.0,13.5,6,8,5,12.6,7.6,2.6,0.32,1
4,0,3,11,0,15,58,13,9,10,19,21,127.0,1,0,0,1,0,0,18,0,8,8,8.0,13.07375,8,8,8,13.07375,9.4,-0.8,-3.12,1
3,13,1,11,0,6,43,13,8,8,5,2,120.0,0,0,0,1,0,0,34,0,7,9,2.0,10.75,7,9,0,6.874999999999999,16.2,0.3,-0.92,0
4,0,1,15,0,15,90,1,10,10,17,19,153.8,1,0,0,1,0,1,20,1,6,6,6.0,14.0,6,6,6,13.333333333333334,10.8,1.4,1.74,1
4,9,1,13,0,15,54,16,9,9,24,20,140.0,0,0,0,1,1,0,21,1,6,7,6.0,12.333333333333334,6,7,6,13.428571428571429,11.1,0.6,2.02,1
4,2,1,11,0,15,57,13,8,24,17,1,136.6,0,0,0,1,0,1,18,0,7,7,7.0,13.464285714285714,8,9,8,14.788888888888888,12.4,0.5,1.79,1
